,carat,cut,color,clarity,depth,table,price,x,y,z,volume,ratio_xy
43473,0.59,Ideal,D,SI2,61.1,56.0,1419,5.4,5.44,3.31,97.23456000000002,0.9926470588235294
19626,1.51,Good,H,SI2,61.0,56.0,8243,7.29,7.37,4.47,240.16103099999998,0.9891451831750339
24786,1.51,Ideal,E,VS2,61.1,57.0,13157,7.43,7.41,4.53,249.40503900000002,1.0026990553306343
22949,1.06,Ideal,F,IF,61.0,57.0,10995,6.55,6.64,4.02,174.83783999999997,0.9864457831325302
50593,0.65,Ideal,E,VS2,62.0,56.0,2282,5.6,5.57,3.46,107.92432,1.0053859964093357
27072,2.14,Premium,I,VS2,60.7,59.0,17193,8.33,8.28,5.04,347.62089599999996,1.0060386473429952
36899,0.4,Ideal,E,VS1,62.1,55.0,960,4.79,4.75,2.96,67.34740000000001,1.0084210526315789
25290,1.51,Very Good,F,VS2,61.9,63.0,13945,7.35,7.26,4.52,241.19171999999998,1.012396694214876
21674,1.58,Good,I,VS1,58.6,62.0,9775,7.59,7.66,4.47,259.88311799999997,0.9908616187989556
48453,0.55,Ideal,E,VS1,61.1,55.0,1975,5.3,5.33,3.25,91.80924999999999,0.9943714821763602
25780,1.82,Premium,H,VS2,61.6,60.0,14749,7.78,7.74,4.78,287.83821600000005,1.0051679586563307
24931,1.51,Very Good,G,VS1,62.9,58.0,13378,7.32,7.41,4.63,251.13675600000002,0.9878542510121457
39184,0.35,Ideal,D,VS2,62.4,55.0,1063,4.52,4.48,2.81,56.901376000000006,1.0089285714285712
5704,0.3,Premium,D,SI2,62.2,59.0,574,4.3,4.25,2.66,48.6115,1.011764705882353
15346,1.01,Good,E,VS1,65.8,55.0,6159,6.2,6.23,4.09,157.98034,0.9951845906902086
44299,0.52,Premium,E,SI1,62.3,59.0,1577,5.16,5.08,3.19,83.618832,1.015748031496063
20543,1.21,Ideal,E,SI1,61.8,56.0,8863,6.82,6.86,4.23,197.90139600000003,0.9941690962099126
17306,1.51,Ideal,D,SI2,61.2,56.0,6934,7.4,7.36,4.52,246.17728,1.0054347826086956
4844,0.91,Very Good,H,SI1,63.4,59.0,3710,6.12,6.09,3.87,144.237996,1.0049261083743843
27138,2.01,Premium,H,SI1,61.8,58.0,17347,8.13,8.06,5.0,327.63900000000007,1.0086848635235732
7134,1.0,Ideal,I,SI1,62.7,56.0,4174,6.33,6.37,3.98,160.481958,0.9937205651491365
42184,0.56,Premium,H,SI1,61.3,60.0,1286,5.28,5.23,3.22,88.91836800000002,1.0095602294455066
35373,0.41,Ideal,G,VS1,61.7,57.0,899,4.78,4.81,2.96,68.05572799999999,0.9937629937629939
17470,1.0,Good,G,VVS1,63.8,60.0,7007,6.31,6.35,4.04,161.87673999999998,0.9937007874015747
37532,0.38,Very Good,F,VS1,58.7,63.0,988,4.75,4.79,2.8,63.707,0.9916492693110647
20110,1.5,Ideal,G,SI2,62.0,57.0,8580,7.26,7.31,4.52,239.87911199999996,0.9931600547195623
43451,0.5,Very Good,E,SI1,63.3,58.0,1415,5.03,4.99,3.17,79.566049,1.0080160320641283
37076,0.41,Premium,F,SI1,61.8,58.0,969,4.76,4.75,2.94,66.4734,1.0021052631578946
50532,0.71,Fair,G,VS2,65.7,56.0,2274,5.51,5.54,3.63,110.80720199999999,0.9945848375451263
1036,0.53,Ideal,D,VVS1,62.5,54.0,2905,5.16,5.21,3.24,87.10286400000001,0.9904030710172745
45721,0.55,Premium,F,VS2,62.2,58.0,1698,5.26,5.22,3.26,89.51047199999998,1.0076628352490422
31961,0.25,Ideal,D,SI1,61.5,55.0,452,4.09,4.14,2.52,42.670151999999995,0.9879227053140097
9,0.22,Fair,E,VS2,65.1,61.0,337,3.87,3.78,2.49,36.425214000000004,1.023809523809524
28002,0.3,Ideal,E,VS2,61.8,57.0,658,4.3,4.34,2.67,49.82754,0.9907834101382489
1366,0.71,Ideal,I,VS1,61.8,56.0,2965,5.68,5.72,3.52,114.36339199999999,0.993006993006993
45333,0.51,Ideal,E,VS2,62.9,57.0,1662,5.11,5.07,3.2,82.90464000000001,1.0078895463510849
25005,1.25,Ideal,E,VVS1,62.6,56.0,13536,6.83,6.91,4.3,202.93979000000002,0.9884225759768451
9542,1.17,Ideal,J,VS2,62.1,56.0,4619,6.8,6.75,4.21,193.239,1.0074074074074073
24783,1.5,Ideal,G,VS2,62.2,54.0,13154,7.39,7.34,4.58,248.431108,1.0068119891008174
8767,0.71,Ideal,E,VVS2,62.0,56.0,4467,5.71,5.74,3.55,116.35266999999999,0.994773519163763
42131,0.53,Ideal,I,VS2,60.3,60.0,1279,5.25,5.22,3.16,86.5998,1.0057471264367817
942,0.72,Ideal,E,SI1,62.7,55.0,2886,5.64,5.69,3.55,113.92518,0.9912126537785587
27263,2.01,Ideal,E,SI2,62.2,57.0,17688,8.04,8.09,5.02,326.518872,0.9938195302843015
15670,1.0,Fair,E,VS2,57.3,64.0,6285,6.59,6.46,3.79,161.345606,1.020123839009288
13701,1.13,Premium,G,SI1,60.9,58.0,5600,6.75,6.72,4.1,185.97599999999997,1.0044642857142858
46726,0.47,Very Good,D,VS1,60.0,59.0,1795,5.07,5.09,3.06,78.96727800000001,0.9960707269155207
38633,0.31,Very Good,H,VS2,60.0,60.0,489,4.4,4.43,2.65,51.653800000000004,0.9932279909706547
27700,0.32,Ideal,F,SI1,61.6,55.0,648,4.41,4.45,2.73,53.574885,0.9910112359550561
33930,0.41,Good,G,VVS1,63.6,56.0,844,4.72,4.74,3.01,67.342128,0.9957805907172995
40030,0.5,Ideal,I,VS2,62.0,55.0,1110,5.1,5.12,3.17,82.77503999999999,0.9960937499999999
37653,0.38,Ideal,D,VVS2,60.3,57.0,992,4.71,4.77,2.86,64.254762,0.9874213836477989
3525,0.71,Ideal,D,VS1,61.3,56.0,3406,5.75,5.77,3.53,117.11657499999997,0.9965337954939342
9804,0.9,Good,G,VVS2,62.6,58.0,4668,6.1,6.13,3.83,143.21519,0.9951060358890701
46125,0.55,Very Good,E,VS2,62.1,60.0,1744,5.19,5.24,3.24,88.11374400000001,0.9904580152671756
51181,0.71,Ideal,E,VS2,62.5,56.0,2347,5.7,5.75,3.58,117.33449999999999,0.991304347826087
7266,0.91,Ideal,I,VS2,61.9,56.0,4199,6.18,6.22,3.84,147.60806399999998,0.9935691318327974
41826,0.48,Very Good,F,VS2,61.1,58.0,1251,5.05,5.11,3.11,80.255105,0.9882583170254402
10294,1.02,Fair,H,SI1,65.5,60.0,4758,6.29,6.22,4.1,160.40757999999997,1.0112540192926045
21450,1.02,Premium,F,VVS1,62.6,59.0,9550,6.41,6.36,4.0,163.0704,1.0078616352201257
5048,0.31,Premium,H,SI1,59.0,57.0,573,4.44,4.4,2.61,50.98896000000001,1.009090909090909
13377,0.26,Very Good,D,VS2,59.6,63.0,420,4.13,4.16,2.47,42.43657600000001,0.9927884615384615
26442,2.0,Premium,H,SI1,60.1,61.0,15984,8.13,8.1,4.88,321.36264000000006,1.0037037037037038
4745,0.91,Premium,F,SI2,61.4,60.0,3682,6.21,6.23,3.82,147.789306,0.9967897271268057
13365,0.24,Very Good,F,VS1,59.9,58.0,419,4.02,4.06,2.42,39.49730399999999,0.9901477832512315
27047,0.32,Very Good,H,VVS2,62.9,57.0,645,4.36,4.39,2.75,52.6361,0.9931662870159454
17045,0.28,Ideal,F,VVS2,61.6,55.0,612,4.22,4.26,2.61,46.92049199999999,0.9906103286384976
44418,0.55,Very Good,E,SI1,58.5,65.0,1587,5.33,5.38,3.13,89.754002,0.9907063197026023
7997,1.01,Premium,G,SI2,62.0,58.0,4327,6.41,6.37,3.96,161.693532,1.0062794348508635
13959,1.01,Very Good,G,VS2,62.5,57.0,5679,6.37,6.4,3.99,162.66432,0.9953124999999999
17941,1.05,Ideal,G,VS1,61.5,55.0,7247,6.56,6.59,4.04,174.650816,0.9954476479514416
25130,1.7,Ideal,H,VS2,62.4,57.0,13681,7.61,7.56,4.73,272.12446800000004,1.0066137566137567
28058,0.38,Ideal,F,SI1,62.2,54.0,660,4.64,4.66,2.89,62.488736,0.9957081545064377
716,1.02,Ideal,H,SI2,61.6,55.0,2856,6.49,6.43,3.98,166.088186,1.0093312597200623
15584,1.2,Premium,F,SI1,62.4,58.0,6250,6.81,6.75,4.23,194.442525,1.0088888888888887
5387,0.3,Premium,G,SI1,58.8,60.0,574,4.39,4.35,2.57,49.07800499999998,1.0091954022988505
8558,1.01,Ideal,E,SI2,62.1,56.0,4434,6.43,6.39,3.98,163.529046,1.0062597809076683
6795,0.9,Premium,D,SI2,59.2,60.0,4114,6.34,6.3,3.74,149.38308,1.0063492063492063
9612,1.02,Very Good,G,SI1,62.0,57.0,4633,6.41,6.5,4.0,166.66,0.9861538461538462
20050,0.35,Ideal,D,SI2,62.4,57.0,625,4.5,4.47,2.8,56.32199999999999,1.0067114093959733
52589,0.73,Fair,D,SI1,64.5,56.0,2539,5.7,5.65,3.66,117.87030000000003,1.008849557522124
23865,1.51,Premium,F,SI1,63.0,58.0,11957,7.32,7.28,4.6,245.13216000000003,1.0054945054945055
17325,1.22,Ideal,H,VS2,61.4,57.0,6947,6.89,6.85,4.22,199.16922999999997,1.005839416058394
18908,1.51,Premium,H,SI1,62.8,60.0,7759,7.22,7.14,4.51,232.49410799999995,1.011204481792717
14553,1.0,Premium,D,SI1,59.6,57.0,5880,6.54,6.44,3.87,162.995112,1.015527950310559
30551,0.31,Ideal,D,VS2,62.5,56.0,734,4.31,4.36,2.71,50.925236,0.9885321100917429
48999,0.71,Fair,H,SI1,65.1,55.0,2049,5.69,5.65,3.69,118.62796500000002,1.0070796460176992
43349,0.37,Ideal,F,VVS1,59.2,57.0,1406,4.75,4.71,2.8,62.642999999999994,1.0084925690021231
43799,0.51,Ideal,F,VS2,62.5,55.0,1442,5.08,5.13,3.19,83.132676,0.9902534113060429
21938,1.6,Ideal,J,VS1,62.0,53.0,10011,7.57,7.56,4.69,268.404948,1.0013227513227514
29202,0.33,Very Good,I,IF,62.0,58.0,694,4.44,4.46,2.76,54.654624000000005,0.9955156950672647
35809,0.31,Ideal,F,IF,62.1,54.0,914,4.33,4.37,2.7,51.089670000000005,0.9908466819221968
8260,1.0,Very Good,H,SI2,62.0,57.0,4379,6.4,6.34,3.95,160.2752,1.0094637223974765
35982,0.42,Premium,G,VS1,60.9,58.0,921,4.81,4.84,2.94,68.44437599999999,0.993801652892562
35518,0.43,Ideal,I,VVS1,62.2,57.0,905,4.81,4.84,3.0,69.84119999999999,0.993801652892562
19661,1.53,Very Good,E,SI2,59.3,60.0,8270,7.44,7.46,4.42,245.320608,0.997319034852547
25465,1.4,Ideal,G,VVS2,62.0,56.0,14231,7.18,7.13,4.44,227.298696,1.0070126227208975
10043,0.26,Very Good,G,VS1,62.1,56.0,418,4.07,4.11,2.54,42.488358000000005,0.9902676399026764
42363,0.61,Ideal,F,SI2,62.3,57.0,1303,5.38,5.44,3.37,98.63046400000002,0.988970588235294
46771,0.66,Premium,F,SI1,60.6,58.0,1802,5.69,5.63,3.43,109.87902100000001,1.0106571936056838
24065,1.7,Ideal,I,VS1,60.1,57.0,12209,7.8,7.77,4.68,283.63607999999994,1.0038610038610039
23727,0.25,Very Good,F,IF,61.1,54.0,633,4.08,4.11,2.5,41.922000000000004,0.9927007299270072
16246,1.01,Good,G,VS1,63.7,57.0,6499,6.32,6.37,4.04,162.643936,0.9921507064364208
40939,0.23,Very Good,D,VVS2,59.6,61.0,499,3.99,4.03,2.39,38.43048300000001,0.9900744416873449
36738,0.32,Ideal,G,IF,61.2,57.0,954,4.4,4.43,2.7,52.628400000000006,0.9932279909706547
26678,0.29,Very Good,G,VS1,62.1,59.0,426,4.22,4.25,2.63,47.16904999999999,0.9929411764705882
9398,1.0,Very Good,F,SI1,58.1,63.0,4586,6.45,6.36,3.72,152.60184000000004,1.0141509433962264
39004,0.42,Ideal,G,VS1,61.0,56.0,1055,4.86,4.82,2.95,69.10434000000002,1.008298755186722
13327,1.01,Good,D,SI1,57.6,60.0,5501,6.59,6.64,3.81,166.716456,0.9924698795180723
22132,1.54,Good,I,VS1,63.6,60.0,10164,7.3,7.33,4.65,248.81685000000002,0.9959072305593452
21948,1.5,Very Good,G,SI1,60.1,61.0,10019,7.28,7.4,4.41,237.57552000000004,0.9837837837837837
45708,0.56,Ideal,H,VS1,62.8,56.0,1698,5.28,5.23,3.3,91.12752,1.0095602294455066
15929,1.1,Very Good,G,VS2,61.9,57.0,6369,6.59,6.65,4.1,179.67634999999999,0.9909774436090225
9256,1.16,Ideal,I,SI2,62.6,56.0,4560,6.73,6.68,4.2,188.81688000000003,1.00748502994012
42721,0.54,Premium,G,SI1,61.1,60.0,1340,5.24,5.2,3.19,86.92112,1.0076923076923077
41855,0.61,Ideal,E,I1,63.4,57.0,1255,5.43,5.37,3.42,99.724122,1.0111731843575418
41465,0.41,Ideal,G,VVS1,62.0,56.0,1230,4.8,4.78,2.97,68.14368,1.00418410041841
25849,2.0,Premium,G,SI1,59.3,60.0,14918,8.19,8.13,4.84,322.269948,1.007380073800738
34443,0.31,Ideal,E,VVS2,61.3,55.0,864,4.34,4.37,2.67,50.638686,0.9931350114416475
7472,0.71,Premium,D,VVS1,59.2,59.0,4234,5.88,5.84,3.47,119.157024,1.0068493150684932
53180,0.73,Ideal,G,SI1,61.4,58.0,2630,5.77,5.79,3.55,118.59946499999998,0.9965457685664939
33353,0.41,Premium,G,VS2,61.9,59.0,827,4.73,4.77,2.94,66.33257400000001,0.9916142557651993
43010,0.54,Premium,F,SI1,59.7,59.0,1369,5.36,5.3,3.18,90.33744000000002,1.0113207547169811
32156,0.28,Ideal,F,VVS2,62.6,54.0,787,4.21,4.22,2.64,46.902767999999995,0.9976303317535545
1858,0.71,Ideal,F,VS1,62.0,57.0,3066,5.7,5.75,3.55,116.35125,0.991304347826087
8328,0.91,Ideal,E,SI1,61.0,57.0,4392,6.2,6.26,3.8,147.48559999999998,0.9904153354632589
24447,1.52,Premium,D,SI1,59.8,58.0,12707,7.51,7.55,4.5,255.15224999999998,0.9947019867549669
13775,1.01,Good,F,VS2,64.2,54.0,5616,6.24,6.31,4.03,158.67883200000003,0.988906497622821
24256,1.6,Good,E,SI1,63.6,58.0,12467,7.38,7.44,4.71,258.612912,0.9919354838709676
18889,1.61,Premium,H,SI2,61.4,62.0,7745,7.54,7.48,4.62,260.564304,1.0080213903743316
34633,0.31,Ideal,E,VS2,61.5,55.0,872,4.41,4.37,2.7,52.03359000000001,1.0091533180778032
33675,0.32,Ideal,F,VVS2,60.8,58.0,837,4.39,4.43,2.68,52.119836,0.9909706546275395
19872,1.44,Premium,I,VS1,62.6,59.0,8426,7.08,7.14,4.45,224.95284,0.9915966386554622
43169,0.54,Premium,H,VS2,61.9,55.0,1389,5.25,5.22,3.24,88.7922,1.0057471264367817
5416,1.02,Premium,G,SI2,62.3,58.1,3822,6.41,6.38,4.0,163.5832,1.0047021943573669
20469,1.52,Premium,E,SI2,62.0,62.0,8810,7.2,7.13,4.44,227.93184000000002,1.0098176718092566
12757,1.0,Very Good,E,SI1,59.4,63.0,5322,6.47,6.42,3.83,159.088242,1.0077881619937694
50979,0.31,Premium,G,VS2,61.5,60.0,544,4.31,4.34,2.66,49.756364,0.9930875576036866
4991,1.06,Premium,J,SI2,61.3,60.0,3740,6.59,6.52,4.02,172.72653599999998,1.0107361963190185
49587,0.58,Ideal,G,VVS2,61.6,56.0,2135,5.37,5.4,3.31,95.98338000000001,0.9944444444444444
7525,1.01,Premium,G,SI2,59.1,59.0,4242,6.55,6.51,3.86,164.59232999999998,1.0061443932411673
42512,0.51,Ideal,F,SI1,61.2,56.0,1322,5.19,5.21,3.18,85.98688200000001,0.9961612284069099
50062,0.71,Very Good,I,VS1,63.1,57.0,2202,5.68,5.58,3.55,112.51511999999998,1.0179211469534049
14681,1.27,Good,I,VS2,63.3,63.0,5923,6.82,6.87,4.33,202.875222,0.992721979621543
1421,0.78,Premium,E,VS2,62.6,57.0,2970,5.91,5.85,3.68,127.23047999999999,1.0102564102564104
34031,0.4,Very Good,D,VS2,63.6,55.0,850,4.68,4.72,2.99,66.047904,0.9915254237288136
10569,1.0,Premium,D,SI2,62.4,58.0,4816,6.36,6.33,3.96,159.424848,1.004739336492891
22534,1.7,Premium,G,SI2,62.5,58.0,10574,7.53,7.6,4.73,270.68844,0.9907894736842106
27018,2.27,Premium,J,VS1,62.4,58.0,17149,8.41,8.36,5.23,367.708748,1.0059808612440193
11018,0.59,Ideal,D,IF,60.9,60.0,4916,5.41,5.39,3.29,95.936071,1.0037105751391466
19529,1.33,Very Good,F,SI1,63.3,56.0,8163,6.91,6.95,4.39,210.827555,0.9942446043165467
18515,1.17,Ideal,G,VS2,62.0,56.0,7548,6.74,6.71,4.17,188.589918,1.0044709388971684
23563,1.02,Ideal,D,VVS2,62.2,59.0,11573,6.41,6.46,4.0,165.6344,0.9922600619195047
50321,0.7,Ideal,I,VS2,61.9,53.2,2240,5.68,5.71,3.56,115.460768,0.9947460595446584
5435,0.53,Very Good,D,IF,59.8,60.0,3827,5.22,5.28,3.14,86.543424,0.9886363636363635
33037,0.32,Ideal,G,VVS1,61.6,55.0,814,4.43,4.47,2.74,54.257754000000006,0.9910514541387024
3322,0.52,Ideal,D,VVS1,62.1,54.0,3373,5.15,5.18,3.21,85.63316999999999,0.9942084942084943
49198,0.58,Very Good,G,VVS2,62.0,57.0,2078,5.33,5.34,3.31,94.209882,0.99812734082397
39057,0.39,Very Good,F,VVS2,63.5,58.0,1058,4.65,4.61,2.94,63.02331,1.0086767895878526
29776,0.3,Ideal,I,VVS1,62.3,55.0,709,4.29,4.28,2.67,49.024404,1.0023364485981308
52640,0.24,Very Good,F,VVS2,60.5,59.0,552,3.98,4.05,2.43,39.16917,0.9827160493827161
34561,0.38,Very Good,D,VS2,61.5,62.0,871,4.6,4.63,2.84,60.48631999999999,0.9935205183585313
19705,0.37,Premium,F,SI2,60.7,57.0,624,4.67,4.62,2.82,60.842628000000005,1.0108225108225108
39397,0.41,Ideal,G,VVS2,61.3,56.0,1076,4.79,4.77,2.93,66.945519,1.0041928721174005
29377,0.31,Ideal,E,SI1,62.7,54.0,698,4.36,4.35,2.73,51.77718,1.0022988505747128
43596,0.3,Ideal,G,VS2,61.8,56.0,507,4.29,4.32,2.66,49.29724800000001,0.9930555555555555
40449,0.46,Premium,F,VS1,63.0,57.0,1139,4.93,4.79,3.06,72.260982,1.0292275574112735
32438,0.43,Ideal,F,SI1,61.6,57.0,792,4.8,4.85,2.97,69.1416,0.9896907216494846
48203,0.53,Ideal,G,VVS2,62.2,54.0,1948,5.17,5.22,3.23,87.16930199999999,0.9904214559386973
43896,0.35,Ideal,I,VS2,61.1,57.0,509,4.55,4.58,2.79,58.140809999999995,0.9934497816593886
36882,0.32,Ideal,F,IF,61.2,57.0,958,4.44,4.45,2.72,53.74176000000001,0.9977528089887641
44610,0.53,Ideal,E,SI1,60.6,57.0,1607,5.27,5.23,3.18,87.647478,1.0076481835564053
22414,2.63,Very Good,J,I1,62.3,61.0,10437,8.76,8.81,5.47,422.150532,0.9943246311010215
35253,0.3,Very Good,G,IF,63.0,53.0,895,4.24,4.3,2.69,49.044079999999994,0.986046511627907
29476,0.32,Premium,E,VS2,62.6,58.0,702,4.36,4.4,2.74,52.564160000000015,0.9909090909090909
44053,0.53,Ideal,G,SI1,61.1,55.0,1549,5.24,5.26,3.21,88.475304,0.9961977186311788
50443,0.8,Very Good,H,SI2,59.7,58.0,2263,6.03,6.09,3.62,132.93617400000002,0.9901477832512315
47084,0.54,Ideal,E,VS1,62.6,55.0,1823,5.22,5.2,3.26,88.48943999999999,1.0038461538461538
38694,0.37,Premium,E,VS2,61.1,57.0,1041,4.66,4.63,2.84,61.275272,1.0064794816414688
30254,0.43,Premium,G,SI1,62.6,59.0,724,4.8,4.82,3.01,69.63936,0.9958506224066389
4427,0.72,Very Good,G,IF,60.7,56.0,3614,5.78,5.81,3.52,118.207936,0.9948364888123925
15569,1.01,Premium,F,VS2,62.3,58.0,6244,6.34,6.4,3.97,161.08672,0.990625
16593,1.03,Premium,G,VS1,62.2,59.0,6628,6.41,6.46,4.0,165.6344,0.9922600619195047
4563,0.91,Premium,E,SI2,61.0,58.0,3644,6.31,6.27,3.84,151.92460799999998,1.0063795853269537
18774,1.03,Premium,E,VS1,59.6,59.0,7677,6.57,6.59,3.92,169.721496,0.9969650986342945
21304,1.58,Ideal,I,SI1,62.3,55.0,9457,7.42,7.49,4.64,257.871712,0.9906542056074766
8241,1.07,Ideal,F,SI2,61.9,55.0,4374,6.53,6.58,4.06,174.447644,0.9924012158054711
1353,0.71,Very Good,E,SI1,62.9,55.0,2964,5.64,5.68,3.56,114.04531199999998,0.9929577464788732
17832,1.0,Good,E,VS1,60.0,65.0,7190,6.48,6.43,3.87,161.24896800000002,1.0077760497667185
36607,0.32,Very Good,G,SI1,63.0,56.0,477,4.35,4.38,2.75,52.39574999999999,0.9931506849315068
50517,0.75,Premium,I,SI1,62.0,60.0,2273,5.8,5.75,3.57,119.0595,1.008695652173913
40674,0.5,Fair,H,VS1,66.5,60.0,1155,4.93,4.85,3.25,77.70912499999999,1.0164948453608247
34180,0.33,Ideal,G,VS1,62.1,56.0,854,4.42,4.4,2.74,53.28752000000001,1.0045454545454544
20779,1.01,Premium,F,VVS2,62.1,52.0,9013,6.5,6.45,4.02,168.5385,1.0077519379844961
29092,0.36,Very Good,G,SI1,61.2,63.0,689,4.59,4.56,2.8,58.60511999999999,1.006578947368421
15247,1.04,Premium,G,VS2,60.0,58.0,6122,6.62,6.54,3.95,171.01446,1.0122324159021407
35166,0.43,Ideal,H,SI1,60.7,54.0,891,4.96,4.92,3.0,73.2096,1.008130081300813
12113,1.01,Ideal,G,SI1,62.2,55.0,5166,6.44,6.46,4.01,166.825624,0.9969040247678019
20751,1.02,Very Good,F,VVS1,62.4,58.0,8990,6.38,6.41,3.99,163.17424200000002,0.9953198127925117
40081,0.36,Ideal,D,VVS2,61.6,57.0,1114,4.59,4.56,2.82,59.02372799999999,1.006578947368421
37194,0.51,Ideal,G,SI2,60.6,57.0,973,5.17,5.2,3.14,84.41576,0.9942307692307691
15618,1.01,Very Good,E,VS2,61.7,60.0,6265,6.36,6.45,3.95,162.03690000000003,0.986046511627907
14984,1.01,Very Good,F,VS2,58.5,60.0,6037,6.52,6.54,3.82,162.887856,0.9969418960244648
2220,0.84,Very Good,D,SI2,63.6,57.0,3145,5.95,6.0,3.8,135.66,0.9916666666666667
24693,0.41,Very Good,E,SI2,59.5,62.0,638,4.8,4.84,2.87,66.67584,0.9917355371900827
27522,2.52,Premium,I,SI1,58.5,59.0,18252,8.9,8.87,5.2,410.5036,1.003382187147689
8810,1.08,Ideal,I,SI1,61.4,57.0,4476,6.67,6.62,4.08,180.154032,1.0075528700906344
53632,0.3,Ideal,D,SI1,61.0,54.0,552,4.34,4.35,2.65,50.029349999999994,0.9977011494252874
4231,0.91,Very Good,D,SI2,58.3,60.0,3573,6.33,6.4,3.71,150.29952,0.9890625
16801,1.0,Very Good,F,VS2,63.2,56.0,6701,6.32,6.37,4.01,161.436184,0.9921507064364208
24934,2.01,Premium,H,SI1,60.6,59.0,13387,8.23,8.17,4.97,334.178327,1.0073439412484702
1946,0.81,Premium,G,VS2,61.2,60.0,3084,6.0,5.99,3.67,131.8998,1.001669449081803
47643,0.23,Very Good,D,VVS1,62.4,58.0,530,3.91,3.97,2.46,38.18584200000001,0.9848866498740554
39348,0.46,Ideal,I,VS2,62.2,56.0,1073,4.96,4.9,3.07,74.61328,1.0122448979591836
569,0.8,Very Good,I,VS2,62.0,58.0,2833,5.86,5.95,3.66,127.61322000000003,0.984873949579832
36523,0.42,Ideal,G,SI1,62.5,56.0,945,4.83,4.8,3.01,69.78384,1.00625
51421,0.75,Very Good,F,SI1,63.5,56.0,2372,5.75,5.71,3.64,119.51030000000002,1.0070052539404553
23870,1.63,Ideal,I,VS2,61.8,56.0,11963,7.56,7.59,4.68,268.54027199999996,0.9960474308300394
17751,1.46,Very Good,I,SI1,62.5,57.0,7146,7.15,7.19,4.48,230.31008000000003,0.9944367176634215
44210,0.51,Ideal,D,SI1,61.9,54.0,1569,5.14,5.2,3.19,85.26231999999999,0.9884615384615384
42894,0.51,Ideal,D,SI2,62.5,55.0,1359,5.15,5.12,3.21,84.64128000000001,1.005859375
26618,1.51,Ideal,F,VS1,62.1,56.0,16370,7.34,7.38,4.57,247.553244,0.994579945799458
42306,0.55,Very Good,D,SI2,63.3,56.0,1295,5.22,5.24,3.31,90.537768,0.9961832061068702
33983,0.39,Good,F,VS1,62.8,61.0,847,4.63,4.67,2.92,63.136531999999995,0.9914346895074947
35173,0.31,Ideal,G,IF,61.3,54.0,891,4.38,4.4,2.69,51.841680000000004,0.9954545454545454
31664,0.38,Ideal,H,VS1,62.2,53.7,768,4.63,4.68,2.9,62.838359999999994,0.9893162393162394
17808,1.0,Ideal,F,VS1,61.4,56.0,7177,6.46,6.51,3.98,167.377308,0.9923195084485408
52565,0.7,Premium,I,VVS1,61.2,58.0,2536,5.72,5.65,3.48,112.46664,1.0123893805309734
12174,1.01,Ideal,I,VS1,61.1,54.0,5182,6.46,6.48,3.95,165.35016000000002,0.9969135802469135
17066,0.32,Very Good,G,SI1,63.5,56.0,612,4.38,4.35,2.77,52.77680999999999,1.006896551724138
30335,0.38,Premium,J,VS2,60.5,60.0,727,4.68,4.64,2.82,61.23686399999998,1.0086206896551724
50287,0.31,Ideal,D,SI1,61.7,56.0,541,4.35,4.37,2.69,51.135555,0.9954233409610983
41513,0.44,Ideal,G,VVS1,61.6,56.0,1235,4.88,4.9,3.01,71.97512,0.9959183673469387
8997,1.04,Very Good,I,VS2,61.9,58.0,4511,6.47,6.55,4.03,170.78535499999998,0.9877862595419847
35193,0.31,Ideal,G,IF,62.1,54.0,891,4.35,4.38,2.71,51.63362999999999,0.9931506849315068
31471,0.34,Premium,H,VS1,62.1,58.0,765,4.49,4.46,2.78,55.670612,1.0067264573991033
8341,1.02,Ideal,J,VS2,60.7,57.0,4397,6.5,6.54,3.96,168.3396,0.9938837920489296
4025,0.73,Ideal,F,VVS2,61.7,54.0,3524,5.76,5.82,3.57,119.677824,0.9896907216494845
32286,0.31,Ideal,J,VVS2,61.8,54.0,453,4.38,4.39,2.71,52.10842199999999,0.9977220956719818
45389,0.55,Ideal,G,VS1,61.3,57.0,1667,5.25,5.28,3.23,89.5356,0.9943181818181818
21540,1.2,Ideal,F,VS1,62.0,55.0,9641,6.81,6.83,4.23,196.747029,0.9970717423133235
41801,0.5,Very Good,F,SI1,62.8,56.0,1250,5.03,5.06,3.17,80.682206,0.9940711462450594
1051,0.33,Ideal,G,SI2,62.9,55.0,557,4.46,4.41,2.79,54.87539400000001,1.0113378684807255
53166,0.71,Good,G,VS1,58.1,59.0,2628,5.85,5.92,3.42,118.44143999999999,0.9881756756756757
45724,0.55,Premium,D,SI1,62.7,59.0,1698,5.25,5.22,3.28,89.88839999999999,1.0057471264367817
30790,0.3,Ideal,E,VVS2,62.0,56.0,742,4.3,4.34,2.68,50.01416,0.9907834101382489
44285,0.52,Ideal,G,VS2,62.0,55.0,1577,5.19,5.13,3.2,85.19904000000001,1.0116959064327486
26100,2.0,Fair,F,SI2,70.2,57.0,15351,7.63,7.59,5.34,309.248478,1.005270092226614
14693,1.0,Ideal,F,VS2,62.1,57.0,5929,6.34,6.38,3.95,159.77434,0.9937304075235109
16952,1.01,Very Good,E,VS2,64.0,56.0,6771,6.22,6.37,4.03,159.67424200000002,0.9764521193092621
28059,0.38,Ideal,F,SI1,61.1,57.0,660,4.7,4.72,2.88,63.889920000000004,0.9957627118644069
